author,author_id,date,rating,rating_text,text,title,url,variation,verified,vine,asin
stephanie schmitz,/gp/profile/amzn1.account.AGVESJAF2B7RJBLT53I2GPSNWCAA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on August 16, 2017",5.0,5.0 out of 5 stars,Love them! They are the perfect thickness and softness.,Five Stars,https://www.amazon.com/Premium-Absorbent-Woodland-Copper-Pearl/product-reviews/B06XXKQP32/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4,N/A,1,0,B06XXKQP32
Amazon Customer,/gp/profile/amzn1.account.AHJJ23MEMBG2A6MC57QW272GLRYA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 18, 2018",5.0,5.0 out of 5 stars,"love these burp clothes , nicely sized and very absorbent! would def recommend",Love These !,https://www.amazon.com/Premium-Absorbent-Woodland-Copper-Pearl/product-reviews/B06XXKQP32/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4,N/A,1,0,B06XXKQP32
Amazon Customer,/gp/profile/amzn1.account.AGCGL6LKEMLVA3VKA3CZKY5UHV7A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 11, 2017",5.0,5.0 out of 5 stars,"Beautiful! Very nice quality, thick and absorbent!",Five Stars,https://www.amazon.com/Premium-Absorbent-Woodland-Copper-Pearl/product-reviews/B06XXKQP32/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4,N/A,1,0,B06XXKQP32
Rebecca J.,/gp/profile/amzn1.account.AEZHQGNHSBUICNA2FNUTQQC2WRDA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 29, 2017",4.0,4.0 out of 5 stars,Perfect baby shower gift - matched her decor perfectly.,Four Stars,https://www.amazon.com/Premium-Absorbent-Woodland-Copper-Pearl/product-reviews/B06XXKQP32/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4,N/A,1,0,B06XXKQP32
Amazon Customer,/gp/profile/amzn1.account.AGMWSAWJKUXALSUCTTEZL5GCYJ2A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on July 28, 2017",5.0,5.0 out of 5 stars,These are very stylish and my wife loves how well they are made. Definitely a good buy :),Nice Burp Cloths,https://www.amazon.com/Premium-Absorbent-Woodland-Copper-Pearl/product-reviews/B06XXKQP32/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4,N/A,1,0,B06XXKQP32
Kelsey Torres,/gp/profile/amzn1.account.AGDI5E57AYPGUMXQTDCXQDIF5ZDA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on September 13, 2017",5.0,5.0 out of 5 stars,"Excellent material, also bigger than most burp cloths. Love!",Five Stars,https://www.amazon.com/Premium-Absorbent-Woodland-Copper-Pearl/product-reviews/B06XXKQP32/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4,N/A,1,0,B06XXKQP32
GC,/gp/profile/amzn1.account.AGRECQCYSWQEXVMQ3CXUKCAYHAEA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on March 7, 2018",5.0,5.0 out of 5 stars,"These are wonderful! The prints are so cute, the material is soft yet very durable and hold up very well after washings. I don't think the colors will fade at all. I was worried they might not be waterproof, but they work very well out of my surprise! And the oversize is perfect!",Love them!!,https://www.amazon.com/Premium-Absorbent-Woodland-Copper-Pearl/product-reviews/B06XXKQP32/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4,N/A,0,0,B06XXKQP32
Jake Giebel,/gp/profile/amzn1.account.AEIC5PSW4LV4DEMNG5WY3UXVQUNA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 10, 2018",5.0,5.0 out of 5 stars,These are the BEST! Super absorbent and the fabric has held up really well to washing. The pro store are also really cute so that's a bonus!,Absorbent and durable!,https://www.amazon.com/Premium-Absorbent-Woodland-Copper-Pearl/product-reviews/B06XXKQP32/ref=cm_cr_dp_d_show_all_btm_4?ie=UTF8&pageNumber=4,N/A,0,0,B06XXKQP32
﻿Sarah Lieberman,/gp/profile/amzn1.account.AF2DED7LSLTLVWEIGPTQBJYMKU3A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on August 15, 2018",5.0,5.0 out of 5 stars,I've seen these on INSTAGRAM and thought they were super cute!!! I love how soft and absorbent they are. My now teething 3 month old soaks other bibs. But with these the super soft polyester keeps him dry. And it doesn't cause him to get a rash like with most terry clothe bibs!!! Love how cute the designs are and how well they fit around the neck! Will be buying more!!,Fantastic!!!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B01F4S7VZY
thelittlemermaid,/gp/profile/amzn1.account.AFJ4I2WFEMXCV433FHVAWY232JRQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 9, 2017",5.0,5.0 out of 5 stars,"These are absolutely perfect for my one year old! He's recently been drooling up a storm with new teeth coming in and these are exactly what we needed. Soft, absorbent and ultra cute. Will definitely order from this brand again.",Perfect for teething,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B01F4S7VZY
MRS Cox,/gp/profile/amzn1.account.AHOLSSCFBHD52BLI5CK53LSWOL2A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 30, 2017",5.0,5.0 out of 5 stars,"Love these bib-danas!  This set is perfectly gender neutral, and fun!  Material is super soft and high quality and the bibs elevate your child's outfit rather than just looking like a typical food/drool catcher. We own 3 different sets and love each and every one.  Got this and another set for half price, so felt essentially like BOGO.",Love Copper Pearl!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B01F4S7VZY
Laura L.,/gp/profile/amzn1.account.AGQQBUK53NL6FRRQWEHKTW6JPDXA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 6, 2017",5.0,5.0 out of 5 stars,"Love these bibs!  Bought them a few months ago, but really have started to use them the past month as the little one has started to teethe.  They are super soft on the other side, so they are fine if he is without a shirt or onesie on.",Super Bibs,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B01F4S7VZY
Amazon Customer,/gp/profile/amzn1.account.AGQ5PHUH2LZFUB53OOJPSSIZ5KBA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on September 5, 2017",5.0,5.0 out of 5 stars,We love these bibs for our son. They're adorable and do a great job of holding the never ending drool.,We love these bibs for our son,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_10?ie=UTF8&pageNumber=10,N/A,1,0,B01F4S7VZY
Amazon Customer,/gp/profile/amzn1.account.AFWR4SE2DAXPMEDFXWIKG33K7GFQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on March 22, 2017",4.0,4.0 out of 5 stars,These are really cute! We have tons of bandana bins. Most are terry cloth lined but these are fleece lined. we will see how they work out! But they are the perfect Easter gift for my super slobbery baby! 😂,Really cute!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B01F4S7VZY
Rhino the Hippo,/gp/profile/amzn1.account.AEDA7JJW5SSVAV5FB3G5CIKSED7A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 18, 2017",5.0,5.0 out of 5 stars,"Love these bandanas! They are great quality and have a super soft backside. They are also nice and thick, very absorbant and have washed up really well. I got my first set as a gift and use them so often I had to get a second set for myself and my nephew. My two month old fits them, as does my 8 month old nephew. I also love the patterns they come in- all so cute!","Great quality- absorbant, soft, and stylish!",https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B01F4S7VZY
TAJ,/gp/profile/amzn1.account.AG5KFSNRPBBKOGE3O2VFFNSFW56A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 18, 2017",5.0,5.0 out of 5 stars,Cute and functional... love these bibs!,love these bibs,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_10?ie=UTF8&pageNumber=10,N/A,1,0,B01F4S7VZY
amer,/gp/profile/amzn1.account.AH575BYCHHKUVSFWAINN3PU6ID3Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"on October 17, 2016",4.0,4.0 out of 5 stars,Cute bibs for all the drool that my 6 month dribbles. I love that the side that is against his little baby skin is really soft and the other side absorbs the drool. I do wish they were a little bit longer but other than that we are loving them.,I love that the side that is against his little baby ...,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B01F4S7VZY
Kevin Jones,/gp/profile/amzn1.account.AEKSLOTKGKPLMGJDVFLACTTLPM2Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 29, 2016",5.0,5.0 out of 5 stars,"Perfect condition, snaps all worked, really soft material. The dinasoars are my favorite. They run slightly large, my 3 month old can wear them, but they look big on him. Better for 6 months+","Perfect condition, snaps all worked",https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_10?ie=UTF8&pageNumber=10,N/A,1,0,B01F4S7VZY
DanieDD,/gp/profile/amzn1.account.AE6VJVMCQXXCTOSNPBKLKSPOSKTQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on October 18, 2016",4.0,4.0 out of 5 stars,"Love these, cute designs, have had more than a few end up in dryer (it's just not convenient to air dry esp when your baby is teething and goes through 4-5 of these a day) with no ill effects.  Very soft and absorbent.",super cute baby bandanas,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B01F4S7VZY
Rsomer,/gp/profile/amzn1.account.AGUXIKWEB6F22UJIVZGHOFWBWPDQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 7, 2017",5.0,5.0 out of 5 stars,"These are fantastic and they are sooo soft, my son prefers over the traditional Velcro bibs",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_10?ie=UTF8&pageNumber=10,N/A,1,0,B01F4S7VZY
a.ladybird,/gp/profile/amzn1.account.AFAYFTTGXF2IXE7GT2EHHSMVOPQA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 9, 2017",5.0,5.0 out of 5 stars,"I love these. They're soft, big enough for my 16 lb baby (unlike some other bandana bibs), cute, and they have snaps instead of Velcro so they don't stick to everything in the wash.",Winners!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B01F4S7VZY
Julie M,/gp/profile/amzn1.account.AHBA3N36CA6JAMC7ONRR4GKT47QA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 10, 2016",5.0,5.0 out of 5 stars,"This is my second set and I love how these bibs are not only useful, but cute and fashionable! They are super soft on the inside as to not irritate my baby's skin, and I love how absorbent they are.",Forget old fashioned bibs!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_10?ie=UTF8&pageNumber=10,N/A,1,0,B01F4S7VZY
Jessica,/gp/profile/amzn1.account.AESNLHIZNKRH7SHPZMVCT262A2FQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on December 5, 2016",4.0,4.0 out of 5 stars,I have 12 of these now. They're great quality and definitely keep my son dry. We go thru 2 a day bc he soaks them. I wish the colors stayed as bright as they come new bc they seem to fade quite a bit after washing. But it doesn't change the fact that these are the only bibs I'll use for my drooler.,Awesome bibs! Super soft.,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B01F4S7VZY
Ry,/gp/profile/amzn1.account.AECXPJMVHSSSCM7SLL36MOYODW4A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 11, 2017",5.0,5.0 out of 5 stars,"BEST bibs! Leaves my baby dry while soaking up ALL the drool. Cute, great quality, and best of all they actually work.","BEST Bibs! Cute, quality, and they work!",https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_10?ie=UTF8&pageNumber=10,N/A,1,0,B01F4S7VZY
Benjamin S,/gp/profile/amzn1.account.AFXKUMBBNGK3E5OFGRR7KSEM4PFA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on October 18, 2016",5.0,5.0 out of 5 stars,"I can't get enough of these super cute bibs. They are very stylish, can be used for boys or girls, and do a great job absorbing baby slobber.",Super cute bibs!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_10?ie=UTF8&pageNumber=10,N/A,1,0,B01F4S7VZY
Lesley Haynes,/gp/profile/amzn1.account.AEZYVKVM2QSMTFDSUP7PZXIUJ2SA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 14, 2017",5.0,5.0 out of 5 stars,I'm very happy with these drool bibs. They're very stylish and soft. It keep my sons neck dry. I've even noticed they've gotten softer after I've washed them.,Soft & Stylish,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_10?ie=UTF8&pageNumber=10,N/A,1,0,B01F4S7VZY
Amazon Customer,/gp/profile/amzn1.account.AGSJKDUJGEUP3VSV56TFL7XG6OHA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 22, 2017",5.0,5.0 out of 5 stars,Love these bibs! We own 3 sets of CopperPearl bibs.... they really keep my little guys shirts from getting wet unlike a normal flat bib. 5 stars for copper pearl!,Cutest bibs !,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_10?ie=UTF8&pageNumber=10,N/A,1,0,B01F4S7VZY
Amazon Customer,/gp/profile/amzn1.account.AHQYP4XP3IKUK6XPCTVTL6JVHRJQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on December 3, 2016",5.0,5.0 out of 5 stars,"I will use these as drool bibs - they are super soft, both sides, and a generous size (not too small). The fact that the prints are super cute is a nice bonus! Love them!","... will use these as drool bibs - they are super soft, both sides",https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_10?ie=UTF8&pageNumber=10,N/A,1,0,B01F4S7VZY
Amazon Customer,/gp/profile/amzn1.account.AES3ZS6HSZM5QRSWXOCEEL6IADDA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 17, 2017",5.0,5.0 out of 5 stars,So soft and just absolutely perfect for little babies! Love the cute colors and designs they come in too!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_12?ie=UTF8&pageNumber=12,N/A,1,0,B01F4S7VZY
Amazon Customer,/gp/profile/amzn1.account.AGCVFJQEWRDKFOUVXDR33LGERBJQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 28, 2017",5.0,5.0 out of 5 stars,Very cute and save the baby's clothes from all their  drool,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_12?ie=UTF8&pageNumber=12,N/A,1,0,B01F4S7VZY
Amy M. Heckroth,/gp/profile/amzn1.account.AFZRIJEKF3OMWZI4THU7R3Y2CQZA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on July 13, 2016",5.0,5.0 out of 5 stars,Very cute and well made. Fit my 7 month son perfectly and I like that I have the option that he can grow into it with the double snap,Fit my 7 month son perfectly and I like that I have the option that he can grow ...,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_12?ie=UTF8&pageNumber=12,N/A,1,0,B01F4S7VZY
Amazon Customer,/gp/profile/amzn1.account.AEOJVGAY56T3GQLQRJDVPN27I6AA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on October 25, 2017",5.0,5.0 out of 5 stars,Very good quality! Love it.,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_12?ie=UTF8&pageNumber=12,N/A,1,0,B01F4S7VZY
Melissa Andersen,/gp/profile/amzn1.account.AHPKMUVTNQY3LKCEJIW7THPV4JJA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on August 22, 2016",5.0,5.0 out of 5 stars,"Great quality drool bibs, cute designs, fast delivery and great customer service! I would highly suggest purchasing from Copper Pearl!",Quality & Great Service,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_12?ie=UTF8&pageNumber=12,N/A,1,0,B01F4S7VZY
LeiAnn Elise,/gp/profile/amzn1.account.AEGQQIVN4SFA37REBD3LQC53HXMA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 19, 2016",5.0,5.0 out of 5 stars,These are so cute and durable! The material gets softer and softer after each wash. Love the patterns too! Would definitely purchase these again!,Love the patterns too,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_12?ie=UTF8&pageNumber=12,N/A,1,0,B01F4S7VZY
Haylee M,/gp/profile/amzn1.account.AE7TFR2NL3SNNDOFLQUIHOSAL67A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 30, 2017",5.0,5.0 out of 5 stars,"These are my favorite bandana bibs, they're so soft and great quality!",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,0,0,B01F4S7VZY
Ashley Ward,/gp/profile/amzn1.account.AEC7EA6BJLYCTVIFBTL6KET73MDA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 26, 2016",5.0,5.0 out of 5 stars,I have 4 sets of Copper Pearl bibs and I couldn't be happier! I have some other brands as well but these are not only cuter but also are keeping up better than the others after several months and washes. I can't recommend these enough!!,... sets of Copper Pearl bibs and I couldn't be happier! I have some other brands as well but ...,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,0,0,B01F4S7VZY
Laura Eichele,/gp/profile/amzn1.account.AEAVPWHEHZMDYGCIR672EWZ7DAMQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 14, 2016",5.0,5.0 out of 5 stars,These bibs are the best for drool! My favorite go to bib.. love colors and patterns!,Love these!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_12?ie=UTF8&pageNumber=12,N/A,1,0,B01F4S7VZY
Penny Siebrass,/gp/profile/amzn1.account.AF3GYINGHRMSCIRNYXRFASI2O62A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 26, 2017",5.0,5.0 out of 5 stars,"Cute, soft, and comfy!",Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,0,0,B01F4S7VZY
Aileen,/gp/profile/amzn1.account.AHLRA24EARVE2N54FT4GKUQ7U4ZQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 19, 2017",5.0,5.0 out of 5 stars,The products are just as pictured. Perfect for a baby shower I am attending.,Fast Shipping!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_12?ie=UTF8&pageNumber=12,N/A,1,0,B01F4S7VZY
Hannah Fletch,/gp/profile/amzn1.account.AGL7PMOSYIQE2E535A3GUQ5YFEQQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 1, 2016",5.0,5.0 out of 5 stars,Super soft!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,0,0,B01F4S7VZY
Amazon Customer,/gp/profile/amzn1.account.AEODT7MWJFC6TUCRKXZP6RSAYFVQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on July 31, 2016",5.0,5.0 out of 5 stars,I love these bibs!! I love that they snap instead of Velcro and they are super soft and absorbent. They are way too cute on too!!!,I love these bibs,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_12?ie=UTF8&pageNumber=12,N/A,1,0,B01F4S7VZY
Stef Ziccardi,/gp/profile/amzn1.account.AEF2JR5TCKFPA5G3OYGKWLA2Q6KQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on August 2, 2016",5.0,5.0 out of 5 stars,Super cute and comfy for my little guy!,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_12?ie=UTF8&pageNumber=12,N/A,1,0,B01F4S7VZY
Amazon Customer,/gp/profile/amzn1.account.AGDDJYGEFNP4PGVESLT736NJYDFQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 25, 2017",4.0,4.0 out of 5 stars,"I purchased them for baby shower gift, mamma to be seemed pretty excited to have them! So cute and necessary! Thanks",Great baby shower gift for baby boy!!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,0,0,B01F4S7VZY
Amazon Customer,/gp/profile/amzn1.account.AERPQUMVQBHR5YFU2Q7FGJA2ZN3A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 15, 2017",5.0,5.0 out of 5 stars,Purchased these as a shower gift so I don't know how well they work but they are so soft and super cute!,... well they work but they are so soft and super cute!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,0,0,B01F4S7VZY
Kendra Visser,/gp/profile/amzn1.account.AE3DYZJQQ7IY2K5UUWUYMSHR55WA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 23, 2017",5.0,5.0 out of 5 stars,"These bibs are adorable, the patterns are rad and the quality is great. I will buy them again",Very satisfied,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,0,0,B01F4S7VZY
Liz,/gp/profile/amzn1.account.AEYYC52AX5XM4PLB4HHXLYIABEEQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 2, 2016",5.0,5.0 out of 5 stars,Love love the look of these bibs and especially love how soft they are!!!,Teething bibs,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,0,0,B01F4S7VZY
Maite C,/gp/profile/amzn1.account.AENTJ6OCAH43EJDXOO7JGPH6GT5A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on October 19, 2016",5.0,5.0 out of 5 stars,Very soft material and is pretty good at keeping baby dry! Super cute,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,0,0,B01F4S7VZY
Amazon Customer,/gp/profile/amzn1.account.AF5L7OEO2QTMP3F4LS74SGFH5ZKA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 27, 2016",5.0,5.0 out of 5 stars,Love these bibs! So adorable,Five Stars,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,0,0,B01F4S7VZY
Amazon Customer,/gp/profile/amzn1.account.AGZT7H4AV2262KTXG3NFOBGZU66A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 10, 2017",5.0,5.0 out of 5 stars,These are the only drool bibs I will buy. They are super soft fleece on inside with snap button on back so nothing to scratch baby's neck like other velcro kind. Adorable patterns too. I usually buy a set of these as part of a baby shower gift.,They are super soft fleece on inside with snap button on back ...,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_5?ie=UTF8&pageNumber=5,N/A,1,0,B01F4S7VZY
Megan M Surmacz,/gp/profile/amzn1.account.AF5HQAVUKWG3MXH2XNBIFTXZ54SA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on September 13, 2016",5.0,5.0 out of 5 stars,"Love them! The product is something you would expect from Etsy. Modern design and great fit. Works perfect for our drooly, 7-mo old.",Modern and functional!,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_5?ie=UTF8&pageNumber=5,N/A,1,0,B01F4S7VZY
Tessa Strauss,/gp/profile/amzn1.account.AG735VQ3D7IPI772QNIO3YSAPLJQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on August 21, 2016",5.0,5.0 out of 5 stars,I love our new bibdanas! They are super cute and fashionable; I've been stopped on the street and asked multiple times about them and I always recommend Copper Pearl! I have twins who are teething and drooling everywhere--these bibs are a life saver as I don't have to change their outfits multiple times per day anymore! I just wish their Blush set was in stock again!,I love our new bibdanas,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_5?ie=UTF8&pageNumber=5,N/A,1,0,B01F4S7VZY
ealopez,/gp/profile/amzn1.account.AHXQHTTYRPQLXXBAOTI3VNK7D6NA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 11, 2018",5.0,5.0 out of 5 stars,"These bibs are SO cute and SO soft. My son is drooling up a storm and these bibs are perfect for us right now because they get the job done and look cute! I love how soft the material is, especially the fuzzy material on the back. I can’t wait to purchase some more!",My son is drooling up a storm and these bibs are perfect for us right now because they get the job ...,https://www.amazon.com/Bandana-Drooling-Teething-Copper-Pearl/product-reviews/B01F4S7VZY/ref=cm_cr_dp_d_show_all_btm_5?ie=UTF8&pageNumber=5,N/A,1,0,B01F4S7VZY
